geo,year,immigrant_stock_value,g77_and_oecd_countries,income_groups,is--country,iso3166_1_alpha2,unicode_region_subtag,iso3166_1_alpha3,iso3166_1_numeric,iso3166_2,landlocked,latitude,longitude,main_religion_2008,country_name,un_state,world_4region,world_6region
mnp,1995,32376,others,high_income,TRUE,MP,MP,MNP,580,NA,coastline,15.214,145.756,christian,Northern Mariana Islands,FALSE,asia,east_asia_pacific
plw,1995,4749,others,upper_middle_income,TRUE,PW,PW,PLW,585,NA,coastline,7.503,134.621,christian,Palau,TRUE,asia,east_asia_pacific
asm,1995,23098,others,upper_middle_income,TRUE,AS,AS,ASM,16,NA,coastline,-11.056,-171.082,christian,American Samoa,FALSE,asia,east_asia_pacific
cok,1995,2686,others,NA,TRUE,CK,CK,COK,184,NA,coastline,-21.24842,-159.78516,christian,Cook Is,FALSE,asia,east_asia_pacific
pyf,1995,28360,others,high_income,TRUE,PF,PF,PYF,258,NA,coastline,-15,-140,christian,French Polynesia,FALSE,asia,east_asia_pacific
niu,1995,480,others,NA,TRUE,NU,NU,NIU,570,NA,coastline,-19.03333,-169.86667,christian,Niue,FALSE,asia,east_asia_pacific
wsm,1995,4694,g77,lower_middle_income,TRUE,WS,WS,WSM,882,NA,coastline,-13.8,-172.13333,christian,Samoa,TRUE,asia,east_asia_pacific
tkl,1995,266,others,NA,TRUE,TK,TK,TKL,772,NA,coastline,-9.167,-171.83,christian,Tokelau,FALSE,asia,east_asia_pacific
ton,1995,3274,g77,upper_middle_income,TRUE,TO,TO,TON,776,NA,coastline,-20,-175,christian,Tonga,TRUE,asia,east_asia_pacific
tuv,1995,263,others,upper_middle_income,TRUE,TV,TV,TUV,798,NA,coastline,-8.51719,179.14478,christian,Tuvalu,TRUE,asia,east_asia_pacific
wlf,1995,1704,others,NA,TRUE,WF,WF,WLF,876,NA,coastline,-13.3,-176.2,christian,Wallis et Futuna,FALSE,asia,east_asia_pacific
blr,1995,1186282,others,upper_middle_income,TRUE,BY,BY,BLR,112,NA,landlocked,53,28,christian,Belarus,TRUE,europe,europe_central_asia
bgr,1995,32435,others,upper_middle_income,TRUE,BG,BG,BGR,100,NA,coastline,42.66667,25.25,christian,Bulgaria,TRUE,europe,europe_central_asia
cze,1995,165592,oecd,high_income,TRUE,CZ,CZ,CZE,203,NA,landlocked,49.75,15,christian,Czech Republic,TRUE,europe,europe_central_asia
hun,1995,322234,oecd,upper_middle_income,TRUE,HU,HU,HUN,348,NA,landlocked,47,20,christian,Hungary,TRUE,europe,europe_central_asia
pol,1995,964725,oecd,high_income,TRUE,PL,PL,POL,616,NA,coastline,52,20,christian,Poland,TRUE,europe,europe_central_asia
mda,1995,367231,others,lower_middle_income,TRUE,MD,MD,MDA,498,NA,landlocked,47.25,28.58333,christian,Moldova,TRUE,europe,europe_central_asia
rou,1995,135037,others,upper_middle_income,TRUE,RO,RO,ROU,642,NA,coastline,46,25,christian,Romania,TRUE,europe,europe_central_asia
rus,1995,11928927,others,high_income,TRUE,RU,RU,RUS,643,NA,coastline,60,100,christian,Russia,TRUE,europe,europe_central_asia
svk,1995,69323,oecd,high_income,TRUE,SK,SK,SVK,703,NA,landlocked,48.66667,19.5,christian,Slovak Republic,TRUE,europe,europe_central_asia
ukr,1995,6172338,others,lower_middle_income,TRUE,UA,UA,UKR,804,NA,coastline,49,32,christian,Ukraine,TRUE,europe,europe_central_asia
chanisl,1995,60519,others,high_income,TRUE,NA,NA,NA,NA,NA,coastline,NA,NA,christian,Channel Islands,FALSE,europe,europe_central_asia
dnk,1995,303108,oecd,high_income,TRUE,DK,DK,DNK,208,NA,coastline,56,10,christian,Denmark,TRUE,europe,europe_central_asia
est,1995,315755,others,high_income,TRUE,EE,EE,EST,233,NA,coastline,59,26,christian,Estonia,TRUE,europe,europe_central_asia
fro,1995,2900,others,high_income,TRUE,FO,FO,FRO,234,NA,coastline,62,-7,christian,Faeroe Islands,FALSE,europe,europe_central_asia
fin,1995,99729,oecd,high_income,TRUE,FI,FI,FIN,246,NA,coastline,64,26,christian,Finland,TRUE,europe,europe_central_asia
isl,1995,12738,oecd,high_income,TRUE,IS,IS,ISL,352,NA,coastline,65,-18,christian,Iceland,TRUE,europe,europe_central_asia
irl,1995,226892,oecd,high_income,TRUE,IE,IE,IRL,372,NA,coastline,53,-8,christian,Ireland,TRUE,europe,europe_central_asia
gbm,1995,36886,others,high_income,TRUE,IM,IM,IMN,833,NA,coastline,54.15,-4.48333,christian,Isle of Man,FALSE,europe,europe_central_asia
lva,1995,538093,others,high_income,TRUE,LV,LV,LVA,428,NA,coastline,57,25,christian,Latvia,TRUE,europe,europe_central_asia
ltu,1995,273587,others,high_income,TRUE,LT,LT,LTU,440,NA,coastline,55.41667,24,christian,Lithuania,TRUE,europe,europe_central_asia
nor,1995,233302,oecd,high_income,TRUE,NO,NO,NOR,578,NA,coastline,62,10,christian,Norway,TRUE,europe,europe_central_asia
swe,1995,936022,oecd,high_income,TRUE,SE,SE,SWE,752,NA,coastline,62,15,christian,Sweden,TRUE,europe,europe_central_asia
gbr,1995,4155293,oecd,high_income,TRUE,GB,GB,GBR,826,NA,coastline,54.75844,-2.69531,christian,United Kingdom,TRUE,europe,europe_central_asia
alb,1995,71354,others,upper_middle_income,TRUE,AL,AL,ALB,8,NA,coastline,41,20,muslim,Albania,TRUE,europe,europe_central_asia
and,1995,44206,others,high_income,TRUE,AD,AD,AND,20,NA,landlocked,42.50779,1.52109,christian,Andorra,TRUE,europe,europe_central_asia
bih,1995,69476,g77,upper_middle_income,TRUE,BA,BA,BIH,70,NA,coastline,44.25,17.83333,NA,Bosnia and Herzegovina,TRUE,europe,europe_central_asia
hrv,1995,674085,others,high_income,TRUE,HR,HR,HRV,191,NA,coastline,45.16667,15.5,christian,Croatia,TRUE,europe,europe_central_asia
gib,1995,8381,others,NA,TRUE,GI,GI,GIB,292,NA,coastline,36.14474,-5.35257,christian,Gibraltar,FALSE,europe,europe_central_asia
grc,1995,857850,oecd,high_income,TRUE,GR,GR,GRC,300,NA,coastline,39,22,christian,Greece,TRUE,europe,europe_central_asia
hos,1995,780,others,NA,TRUE,VA,VA,VAT,336,NA,landlocked,41.90236,12.45332,christian,Holy See,TRUE,europe,europe_central_asia
ita,1995,1774954,oecd,high_income,TRUE,IT,IT,ITA,380,NA,coastline,42.83333,12.83333,christian,Italy,TRUE,europe,europe_central_asia
mlt,1995,17740,others,high_income,TRUE,MT,MT,MLT,470,NA,coastline,35.91667,14.43333,christian,Malta,TRUE,europe,europe_central_asia
mkd,1995,109343,others,upper_middle_income,TRUE,MK,MK,MKD,807,NA,landlocked,41.66667,21.75,christian,North Macedonia,TRUE,europe,europe_central_asia
prt,1995,532822,oecd,high_income,TRUE,PT,PT,PRT,620,NA,coastline,39.6945,-8.13057,christian,Portugal,TRUE,europe,europe_central_asia
smr,1995,3659,others,high_income,TRUE,SM,SM,SMR,674,NA,landlocked,43.93667,12.44639,christian,San Marino,TRUE,europe,europe_central_asia
srb,1995,870980,others,upper_middle_income,TRUE,RS,RS,SRB,688,NA,landlocked,44.81892,20.45998,christian,Serbia,TRUE,europe,europe_central_asia
svn,1995,174419,others,high_income,TRUE,SI,SI,SVN,705,NA,coastline,46.08333,15,christian,Slovenia,TRUE,europe,europe_central_asia
esp,1995,1020067,oecd,high_income,TRUE,ES,ES,ESP,724,NA,coastline,40,-4,christian,Spain,TRUE,europe,europe_central_asia
aut,1995,894893,oecd,high_income,TRUE,AT,AT,AUT,40,NA,landlocked,47.33333,13.33333,christian,Austria,TRUE,europe,europe_central_asia
bel,1995,1288003,oecd,high_income,TRUE,BE,BE,BEL,56,NA,coastline,50.75,4.5,christian,Belgium,TRUE,europe,europe_central_asia
fra,1995,6087993,oecd,high_income,TRUE,FR,FR,FRA,250,NA,coastline,46,2,christian,France,TRUE,europe,europe_central_asia
deu,1995,7464406,oecd,high_income,TRUE,DE,DE,DEU,276,NA,coastline,51.5,10.5,christian,Germany,TRUE,europe,europe_central_asia
lie,1995,13311,others,high_income,TRUE,LI,LI,LIE,438,NA,landlocked,47.16667,9.53333,christian,Liechtenstein,TRUE,europe,europe_central_asia
lux,1995,126106,oecd,high_income,TRUE,LU,LU,LUX,442,NA,landlocked,49.61167,6.13,christian,Luxembourg,TRUE,europe,europe_central_asia
mco,1995,21060,others,high_income,TRUE,MC,MC,MCO,492,NA,coastline,43.73333,7.41667,christian,Monaco,TRUE,europe,europe_central_asia
nld,1995,1346164,oecd,high_income,TRUE,NL,NL,NLD,528,NA,coastline,52.25,5.75,christian,Netherlands,TRUE,europe,europe_central_asia
che,1995,1478829,oecd,high_income,TRUE,CH,CH,CHE,756,NA,landlocked,47.00016,8.01427,christian,Switzerland,TRUE,europe,europe_central_asia
bmu,1995,16676,others,high_income,TRUE,BM,BM,BMU,60,NA,coastline,32.2949,-64.78303,christian,Bermuda,FALSE,americas,america
can,1995,4864778,oecd,high_income,TRUE,CA,CA,CAN,124,NA,coastline,60.10867,-113.64258,christian,Canada,TRUE,americas,america
grl,1995,7121,others,high_income,TRUE,GL,GL,GRL,304,NA,coastline,72,-40,christian,Greenland,FALSE,europe,europe_central_asia
spm,1995,1320,others,NA,TRUE,PM,PM,SPM,666,NA,coastline,46.83333,-56.33333,christian,St.-Pierre-et-Miquelon,FALSE,americas,america
usa,1995,28451053,oecd,high_income,TRUE,US,US,USA,840,NA,coastline,39.76,-98.5,christian,United States,TRUE,americas,america
bdi,2000,125628,g77,low_income,TRUE,BI,BI,BDI,108,NA,landlocked,-3.5,30,christian,Burundi,TRUE,africa,sub_saharan_africa
com,2000,13799,g77,low_income,TRUE,KM,KM,COM,174,NA,coastline,-12.23333,44.44553,muslim,Comoros,TRUE,africa,sub_saharan_africa
dji,2000,100507,g77,lower_middle_income,TRUE,DJ,DJ,DJI,262,NA,coastline,11.58901,43.14503,muslim,Djibouti,TRUE,africa,middle_east_north_africa
eri,2000,12952,g77,low_income,TRUE,ER,ER,ERI,232,NA,coastline,15,39,muslim,Eritrea,TRUE,africa,sub_saharan_africa
eth,2000,611384,g77,low_income,TRUE,ET,ET,ETH,231,NA,coastline,9,39.5,christian,Ethiopia,TRUE,africa,sub_saharan_africa
ken,2000,707852,g77,low_income,TRUE,KE,KE,KEN,404,NA,coastline,1,38,christian,Kenya,TRUE,africa,sub_saharan_africa
mdg,2000,23541,g77,low_income,TRUE,MG,MG,MDG,450,NA,coastline,-20,47,NA,Madagascar,TRUE,africa,sub_saharan_africa
mwi,2000,232620,g77,low_income,TRUE,MW,MW,MWI,454,NA,landlocked,-13.5,34,christian,Malawi,TRUE,africa,sub_saharan_africa
mus,2000,15543,g77,upper_middle_income,TRUE,MU,MU,MUS,480,NA,coastline,-20.3,57.58333,NA,Mauritius,TRUE,africa,sub_saharan_africa
myt,2000,45474,others,NA,TRUE,YT,YT,MYT,175,NA,coastline,-12.83333,45.16667,muslim,Mayotte,FALSE,africa,sub_saharan_africa
moz,2000,195702,g77,low_income,TRUE,MZ,MZ,MOZ,508,NA,coastline,-18.25,35,christian,Mozambique,TRUE,africa,sub_saharan_africa
reu,2000,100678,others,NA,TRUE,RE,RE,REU,638,NA,coastline,-20.88231,55.4504,christian,Reunion,FALSE,africa,sub_saharan_africa
rwa,2000,347076,g77,low_income,TRUE,RW,RW,RWA,646,NA,landlocked,-2,30,christian,Rwanda,TRUE,africa,sub_saharan_africa
syc,2000,6574,g77,upper_middle_income,TRUE,SC,SC,SYC,690,NA,coastline,-4.58333,55.66667,christian,Seychelles,TRUE,africa,sub_saharan_africa
som,2000,20097,g77,low_income,TRUE,SO,SO,SOM,706,NA,coastline,6,48,muslim,Somalia,TRUE,africa,sub_saharan_africa
uga,2000,584280,g77,low_income,TRUE,UG,UG,UGA,800,NA,landlocked,1.25,32.5,christian,Uganda,TRUE,africa,sub_saharan_africa
tza,2000,949600,g77,low_income,TRUE,TZ,TZ,TZA,834,NA,coastline,-6,35,christian,Tanzania,TRUE,africa,sub_saharan_africa
zmb,2000,343703,g77,lower_middle_income,TRUE,ZM,ZM,ZMB,894,NA,landlocked,-14.33333,28.5,christian,Zambia,TRUE,africa,sub_saharan_africa
zwe,2000,410109,g77,low_income,TRUE,ZW,ZW,ZWE,716,NA,landlocked,-19,29.75,christian,Zimbabwe,TRUE,africa,sub_saharan_africa
ago,2000,46108,g77,upper_middle_income,TRUE,AO,AO,AGO,24,NA,coastline,-12.5,18.5,christian,Angola,TRUE,africa,sub_saharan_africa
cmr,2000,227242,g77,lower_middle_income,TRUE,CM,CM,CMR,120,NA,coastline,6,12.5,christian,Cameroon,TRUE,africa,sub_saharan_africa
caf,2000,123529,g77,low_income,TRUE,CF,CF,CAF,140,NA,landlocked,7,21,NA,Central African Republic,TRUE,africa,sub_saharan_africa
tcd,2000,104825,g77,low_income,TRUE,TD,TD,TCD,148,NA,landlocked,15,19,muslim,Chad,TRUE,africa,sub_saharan_africa
cog,2000,305880,g77,lower_middle_income,TRUE,CG,CG,COG,178,NA,coastline,-1,15.5,christian,"Congo, Rep.",TRUE,africa,sub_saharan_africa
cod,2000,744387,g77,low_income,TRUE,CD,CD,COD,180,NA,landlocked,-2.5,23.5,christian,"Congo, Dem. Rep.",TRUE,africa,sub_saharan_africa
gnq,2000,4517,g77,high_income,TRUE,GQ,GQ,GNQ,226,NA,coastline,1.7,10.5,christian,Equatorial Guinea,TRUE,africa,sub_saharan_africa
gab,2000,214431,g77,upper_middle_income,TRUE,GA,GA,GAB,266,NA,coastline,-1,11.75,christian,Gabon,TRUE,africa,sub_saharan_africa
stp,2000,4365,g77,lower_middle_income,TRUE,ST,ST,STP,678,NA,coastline,1,7,christian,Sao Tome and Principe,TRUE,africa,sub_saharan_africa
bwa,2000,74934,g77,upper_middle_income,TRUE,BW,BW,BWA,72,NA,landlocked,-22,24,christian,Botswana,TRUE,africa,sub_saharan_africa
swz,2000,34084,g77,lower_middle_income,TRUE,SZ,SZ,SWZ,748,NA,landlocked,-26.5,31.5,christian,Swaziland,TRUE,africa,sub_saharan_africa
lso,2000,6167,g77,lower_middle_income,TRUE,LS,LS,LSO,426,NA,landlocked,-29.5,28.25,christian,Lesotho,TRUE,africa,sub_saharan_africa
nam,2000,135547,g77,upper_middle_income,TRUE,NA,NA,NAM,516,NA,coastline,-22,17,christian,Namibia,TRUE,africa,sub_saharan_africa
zaf,2000,1016963,g77,upper_middle_income,TRUE,ZA,ZA,ZAF,710,NA,coastline,-29,24,christian,South Africa,TRUE,africa,sub_saharan_africa
ben,2000,134655,g77,low_income,TRUE,BJ,BJ,BEN,204,NA,coastline,9.5,2.25,NA,Benin,TRUE,africa,sub_saharan_africa
bfa,2000,520363,g77,low_income,TRUE,BF,BF,BFA,854,NA,landlocked,12.5,-1.66667,muslim,Burkina Faso,TRUE,africa,sub_saharan_africa
cpv,2000,11027,g77,lower_middle_income,TRUE,CV,CV,CPV,132,NA,coastline,16,-24,christian,Cape Verde,TRUE,africa,sub_saharan_africa
civ,2000,2163644,g77,lower_middle_income,TRUE,CI,CI,CIV,384,NA,coastline,8,-5.5,NA,Cote d'Ivoire,TRUE,africa,sub_saharan_africa
gmb,2000,182514,g77,low_income,TRUE,GM,GM,GMB,270,NA,coastline,13.5,-15.5,muslim,Gambia,TRUE,africa,sub_saharan_africa
gha,2000,191601,g77,lower_middle_income,TRUE,GH,GH,GHA,288,NA,coastline,8.1,-1.2,christian,Ghana,TRUE,africa,sub_saharan_africa
gin,2000,560075,g77,low_income,TRUE,GN,GN,GIN,324,NA,coastline,10.83333,-10.66667,muslim,Guinea,TRUE,africa,sub_saharan_africa
gnb,2000,20450,g77,low_income,TRUE,GW,GW,GNB,624,NA,coastline,12,-15,NA,Guinea-Bissau,TRUE,africa,sub_saharan_africa
lbr,2000,151868,g77,low_income,TRUE,LR,LR,LBR,430,NA,coastline,6.5,-9.5,NA,Liberia,TRUE,africa,sub_saharan_africa
mli,2000,189475,g77,low_income,TRUE,ML,ML,MLI,466,NA,landlocked,18,-2,muslim,Mali,TRUE,africa,sub_saharan_africa
mrt,2000,57366,g77,lower_middle_income,TRUE,MR,MR,MRT,478,NA,coastline,20.25,-10.5,muslim,Mauritania,TRUE,africa,sub_saharan_africa
ner,2000,122260,g77,low_income,TRUE,NE,NE,NER,562,NA,landlocked,18,9,muslim,Niger,TRUE,africa,sub_saharan_africa
nga,2000,487882,g77,lower_middle_income,TRUE,NG,NG,NGA,566,NA,coastline,10,8,NA,Nigeria,TRUE,africa,sub_saharan_africa
shn,2000,108,others,NA,TRUE,SH,SH,SHN,654,NA,coastline,-15.95,-5.7,christian,St. Helena,FALSE,africa,sub_saharan_africa
sen,2000,231901,g77,lower_middle_income,TRUE,SN,SN,SEN,686,NA,coastline,14.5,-14.25,muslim,Senegal,TRUE,africa,sub_saharan_africa
sle,2000,97974,g77,low_income,TRUE,SL,SL,SLE,694,NA,coastline,8.5,-11.5,NA,Sierra Leone,TRUE,africa,sub_saharan_africa
tgo,2000,137968,g77,low_income,TRUE,TG,TG,TGO,768,NA,coastline,8.66667,1.08333,NA,Togo,TRUE,africa,sub_saharan_africa
dza,2000,250110,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,Algeria,TRUE,africa,middle_east_north_africa
egy,2000,184774,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,Egypt,TRUE,africa,middle_east_north_africa
lby,2000,567436,g77,upper_middle_income,TRUE,LY,LY,LBY,434,NA,coastline,28,17,muslim,Libya,TRUE,africa,middle_east_north_africa
mar,2000,53034,g77,lower_middle_income,TRUE,MA,MA,MAR,504,NA,coastline,32,-6,muslim,Morocco,TRUE,africa,middle_east_north_africa
sdn,2000,805086,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,Sudan,TRUE,africa,sub_saharan_africa
tun,2000,36719,g77,upper_middle_income,TRUE,TN,TN,TUN,788,NA,coastline,34,9,muslim,Tunisia,TRUE,africa,middle_east_north_africa
esh,2000,3289,others,NA,TRUE,EH,EH,ESH,732,NA,coastline,24.49215,-12.65625,muslim,Western Sahara,FALSE,africa,middle_east_north_africa
arm,2000,657900,others,lower_middle_income,TRUE,AM,AM,ARM,51,NA,landlocked,40.25,45,christian,Armenia,TRUE,europe,europe_central_asia
aze,2000,327540,others,upper_middle_income,TRUE,AZ,AZ,AZE,31,NA,landlocked,40.5,47.5,muslim,Azerbaijan,TRUE,europe,europe_central_asia
bhr,2000,239361,g77,high_income,TRUE,BH,BH,BHR,48,NA,coastline,26.03333,50.55,muslim,Bahrain,TRUE,asia,middle_east_north_africa
cyp,2000,80076,others,high_income,TRUE,CY,CY,CYP,196,NA,coastline,35,33,christian,Cyprus,TRUE,europe,europe_central_asia
geo,2000,76117,others,lower_middle_income,TRUE,GE,GE,GEO,268,NA,coastline,41.99998,43.4999,christian,Georgia,TRUE,europe,europe_central_asia
irq,2000,210525,g77,upper_middle_income,TRUE,IQ,IQ,IRQ,368,NA,coastline,33,44,muslim,Iraq,TRUE,asia,middle_east_north_africa
isr,2000,1851309,oecd,high_income,TRUE,IL,IL,ISR,376,NA,coastline,31.5,34.75,NA,Israel,TRUE,asia,middle_east_north_africa
jor,2000,1927845,g77,upper_middle_income,TRUE,JO,JO,JOR,400,NA,coastline,31,36,muslim,Jordan,TRUE,asia,middle_east_north_africa
kwt,2000,1127640,g77,high_income,TRUE,KW,KW,KWT,414,NA,coastline,29.36972,47.97833,muslim,Kuwait,TRUE,asia,middle_east_north_africa
lbn,2000,692913,g77,upper_middle_income,TRUE,LB,LB,LBN,422,NA,coastline,33.83333,35.83333,NA,Lebanon,TRUE,asia,middle_east_north_africa
omn,2000,623608,g77,high_income,TRUE,OM,OM,OMN,512,NA,coastline,21,57,muslim,Oman,TRUE,asia,middle_east_north_africa
qat,2000,359697,g77,high_income,TRUE,QA,QA,QAT,634,NA,coastline,25.27932,51.52245,muslim,Qatar,TRUE,asia,middle_east_north_africa
sau,2000,5263387,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,Saudi Arabia,TRUE,asia,middle_east_north_africa
pse,2000,275202,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,Palestine,TRUE,asia,middle_east_north_africa
syr,2000,834916,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,Syria,TRUE,asia,middle_east_north_africa
tur,2000,1280963,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,Turkey,TRUE,europe,europe_central_asia
are,2000,2447010,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,United Arab Emirates,TRUE,asia,middle_east_north_africa
yem,2000,144940,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,Yemen,TRUE,asia,middle_east_north_africa
kaz,2000,2874194,others,upper_middle_income,TRUE,KZ,KZ,KAZ,398,NA,landlocked,48,68,muslim,Kazakhstan,TRUE,asia,europe_central_asia
kgz,2000,389824,others,low_income,TRUE,KG,KG,KGZ,417,NA,landlocked,41.5,75,muslim,Kyrgyz Republic,TRUE,asia,europe_central_asia
tjk,2000,299499,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,Tajikistan,TRUE,asia,europe_central_asia
tkm,2000,219067,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,Turkmenistan,TRUE,asia,europe_central_asia
uzb,2000,1406498,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,Uzbekistan,TRUE,asia,europe_central_asia
afg,2000,75917,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,Afghanistan,TRUE,asia,south_asia
bgd,2000,987853,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,Bangladesh,TRUE,asia,south_asia
btn,2000,32137,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,Bhutan,TRUE,asia,south_asia
ind,2000,6411331,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,India,TRUE,asia,south_asia
irn,2000,2803805,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,Iran,TRUE,asia,middle_east_north_africa
mdv,2000,27092,g77,upper_middle_income,TRUE,MV,MV,MDV,462,NA,coastline,3.2,73,muslim,Maldives,TRUE,asia,south_asia
npl,2000,717900,g77,low_income,TRUE,NP,NP,NPL,524,NA,landlocked,28,84,eastern_religions,Nepal,TRUE,asia,south_asia
pak,2000,4181912,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,Pakistan,TRUE,asia,south_asia
lka,2000,40132,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,Sri Lanka,TRUE,asia,south_asia
chn,2000,508034,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,China,TRUE,asia,east_asia_pacific
hkg,2000,2669122,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,"Hong Kong, China",FALSE,asia,east_asia_pacific
mac,2000,240791,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,"Macao, China",FALSE,asia,east_asia_pacific
prk,2000,36183,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific
jpn,2000,1686444,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific
mng,2000,8206,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific
kor,2000,244224,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific
brn,2000,96296,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific
khm,2000,146085,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific
idn,2000,292307,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific
lao,2000,21948,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific
mys,2000,1463598,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific
mmr,2000,98011,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific
phl,2000,318095,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific
sgp,2000,1351691,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific
tha,2000,1257821,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific
tls,2000,10602,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific
vnm,2000,56754,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific
aia,2000,4063,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america
atg,2000,23071,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america
abw,2000,30104,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america
bhs,2000,36454,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america
brb,2000,28424,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america
vgb,2000,12958,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america
bes,2000,46105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cym,2000,19176,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america
cub,2000,17818,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america
dma,2000,3723,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america
dom,2000,355611,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america
grd,2000,6825,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america
glp,2000,83188,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america
hti,2000,17222,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america
