geo,year,immigrant_stock_value,g77_and_oecd_countries.x,income_groups.x,is--country.x,iso3166_1_alpha2.x,unicode_region_subtag.x,iso3166_1_alpha3.x,iso3166_1_numeric.x,iso3166_2.x,landlocked.x,latitude.x,longitude.x,main_religion_2008.x,name.x,un_state.x,world_4region.x,world_6region.x,country_name.x,emigrant_stock_value,g77_and_oecd_countries.y,income_groups.y,is--country.y,iso3166_1_alpha2.y,unicode_region_subtag.y,iso3166_1_alpha3.y,iso3166_1_numeric.y,iso3166_2.y,landlocked.y,latitude.y,longitude.y,main_religion_2008.y,name.y,un_state.y,world_4region.y,world_6region.y,country_name.y,net_migration
dza,1995,262032,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,Algeria,TRUE,africa,middle_east_north_africa,Algeria,979704,g77,upper_middle_income,TRUE,DZ,DZ,DZA,12,NA,coastline,28,3,muslim,Algeria,TRUE,africa,middle_east_north_africa,Algeria,-717672
egy,1995,166955,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,Egypt,TRUE,africa,middle_east_north_africa,Egypt,1492244,g77,lower_middle_income,TRUE,EG,EG,EGY,818,NA,coastline,27,30,muslim,Egypt,TRUE,africa,middle_east_north_africa,Egypt,-1325289
lby,1995,508041,g77,upper_middle_income,TRUE,LY,LY,LBY,434,NA,coastline,28,17,muslim,Libya,TRUE,africa,middle_east_north_africa,Libya,77417,g77,upper_middle_income,TRUE,LY,LY,LBY,434,NA,coastline,28,17,muslim,Libya,TRUE,africa,middle_east_north_africa,Libya,430624
mar,1995,50360,g77,lower_middle_income,TRUE,MA,MA,MAR,504,NA,coastline,32,-6,muslim,Morocco,TRUE,africa,middle_east_north_africa,Morocco,1884066,g77,lower_middle_income,TRUE,MA,MA,MAR,504,NA,coastline,32,-6,muslim,Morocco,TRUE,africa,middle_east_north_africa,Morocco,-1833706
sdn,1995,1053396,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,Sudan,TRUE,africa,sub_saharan_africa,Sudan,775379,g77,lower_middle_income,TRUE,SD,SD,SDN,729,NA,coastline,16,30,muslim,Sudan,TRUE,africa,sub_saharan_africa,Sudan,278017
tun,1995,37867,g77,upper_middle_income,TRUE,TN,TN,TUN,788,NA,coastline,34,9,muslim,Tunisia,TRUE,africa,middle_east_north_africa,Tunisia,476954,g77,upper_middle_income,TRUE,TN,TN,TUN,788,NA,coastline,34,9,muslim,Tunisia,TRUE,africa,middle_east_north_africa,Tunisia,-439087
esh,1995,2989,others,NA,TRUE,EH,EH,ESH,732,NA,coastline,24.49215,-12.65625,muslim,Western Sahara,FALSE,africa,middle_east_north_africa,Western Sahara,167148,others,NA,TRUE,EH,EH,ESH,732,NA,coastline,24.49215,-12.65625,muslim,Western Sahara,FALSE,africa,middle_east_north_africa,Western Sahara,-164159
arm,1995,693999,others,lower_middle_income,TRUE,AM,AM,ARM,51,NA,landlocked,40.25,45,christian,Armenia,TRUE,europe,europe_central_asia,Armenia,901872,others,lower_middle_income,TRUE,AM,AM,ARM,51,NA,landlocked,40.25,45,christian,Armenia,TRUE,europe,europe_central_asia,Armenia,-207873
aze,1995,344070,others,upper_middle_income,TRUE,AZ,AZ,AZE,31,NA,landlocked,40.5,47.5,muslim,Azerbaijan,TRUE,europe,europe_central_asia,Azerbaijan,1712211,others,upper_middle_income,TRUE,AZ,AZ,AZE,31,NA,landlocked,40.5,47.5,muslim,Azerbaijan,TRUE,europe,europe_central_asia,Azerbaijan,-1368141
bhr,1995,205979,g77,high_income,TRUE,BH,BH,BHR,48,NA,coastline,26.03333,50.55,muslim,Bahrain,TRUE,asia,middle_east_north_africa,Bahrain,26016,g77,high_income,TRUE,BH,BH,BHR,48,NA,coastline,26.03333,50.55,muslim,Bahrain,TRUE,asia,middle_east_north_africa,Bahrain,179963
cyp,1995,61941,others,high_income,TRUE,CY,CY,CYP,196,NA,coastline,35,33,christian,Cyprus,TRUE,europe,europe_central_asia,Cyprus,163285,others,high_income,TRUE,CY,CY,CYP,196,NA,coastline,35,33,christian,Cyprus,TRUE,europe,europe_central_asia,Cyprus,-101344
geo,1995,152235,others,lower_middle_income,TRUE,GE,GE,GEO,268,NA,coastline,41.99998,43.4999,christian,Georgia,TRUE,europe,europe_central_asia,Georgia,953289,others,lower_middle_income,TRUE,GE,GE,GEO,268,NA,coastline,41.99998,43.4999,christian,Georgia,TRUE,europe,europe_central_asia,Georgia,-801054
irq,1995,199460,g77,upper_middle_income,TRUE,IQ,IQ,IRQ,368,NA,coastline,33,44,muslim,Iraq,TRUE,asia,middle_east_north_africa,Iraq,1328725,g77,upper_middle_income,TRUE,IQ,IQ,IRQ,368,NA,coastline,33,44,muslim,Iraq,TRUE,asia,middle_east_north_africa,Iraq,-1129265
isr,1995,1792185,oecd,high_income,TRUE,IL,IL,ISR,376,NA,coastline,31.5,34.75,NA,Israel,TRUE,asia,middle_east_north_africa,Israel,291849,oecd,high_income,TRUE,IL,IL,ISR,376,NA,coastline,31.5,34.75,NA,Israel,TRUE,asia,middle_east_north_africa,Israel,1500336
jor,1995,1537097,g77,upper_middle_income,TRUE,JO,JO,JOR,400,NA,coastline,31,36,muslim,Jordan,TRUE,asia,middle_east_north_africa,Jordan,339346,g77,upper_middle_income,TRUE,JO,JO,JOR,400,NA,coastline,31,36,muslim,Jordan,TRUE,asia,middle_east_north_africa,Jordan,1197751
kwt,1995,921954,g77,high_income,TRUE,KW,KW,KWT,414,NA,coastline,29.36972,47.97833,muslim,Kuwait,TRUE,asia,middle_east_north_africa,Kuwait,97039,g77,high_income,TRUE,KW,KW,KWT,414,NA,coastline,29.36972,47.97833,muslim,Kuwait,TRUE,asia,middle_east_north_africa,Kuwait,824915
lbn,1995,608303,g77,upper_middle_income,TRUE,LB,LB,LBN,422,NA,coastline,33.83333,35.83333,NA,Lebanon,TRUE,asia,middle_east_north_africa,Lebanon,533444,g77,upper_middle_income,TRUE,LB,LB,LBN,422,NA,coastline,33.83333,35.83333,NA,Lebanon,TRUE,asia,middle_east_north_africa,Lebanon,74859
omn,1995,539643,g77,high_income,TRUE,OM,OM,OMN,512,NA,coastline,21,57,muslim,Oman,TRUE,asia,middle_east_north_africa,Oman,13862,g77,high_income,TRUE,OM,OM,OMN,512,NA,coastline,21,57,muslim,Oman,TRUE,asia,middle_east_north_africa,Oman,525781
qat,1995,361673,g77,high_income,TRUE,QA,QA,QAT,634,NA,coastline,25.27932,51.52245,muslim,Qatar,TRUE,asia,middle_east_north_africa,Qatar,13329,g77,high_income,TRUE,QA,QA,QAT,634,NA,coastline,25.27932,51.52245,muslim,Qatar,TRUE,asia,middle_east_north_africa,Qatar,348344
sau,1995,5122702,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,Saudi Arabia,TRUE,asia,middle_east_north_africa,Saudi Arabia,131016,g77,high_income,TRUE,SA,SA,SAU,682,NA,coastline,25,45,muslim,Saudi Arabia,TRUE,asia,middle_east_north_africa,Saudi Arabia,4991686
pse,1995,281767,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,Palestine,TRUE,asia,middle_east_north_africa,Palestine,2275128,g77,lower_middle_income,TRUE,PS,PS,PSE,275,NA,coastline,31.92157,35.20329,muslim,Palestine,TRUE,asia,middle_east_north_africa,Palestine,-1993361
syr,1995,830610,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,Syria,TRUE,asia,middle_east_north_africa,Syria,662477,g77,lower_middle_income,TRUE,SY,SY,SYR,760,NA,coastline,35,38,muslim,Syria,TRUE,asia,middle_east_north_africa,Syria,168133
tur,1995,1216173,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,Turkey,TRUE,europe,europe_central_asia,Turkey,2771722,oecd,upper_middle_income,TRUE,TR,TR,TUR,792,NA,coastline,39,35,muslim,Turkey,TRUE,europe,europe_central_asia,Turkey,-1555549
are,1995,1824118,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,United Arab Emirates,TRUE,asia,middle_east_north_africa,United Arab Emirates,97971,g77,high_income,TRUE,AE,AE,ARE,784,NA,coastline,23.75,54.5,muslim,United Arab Emirates,TRUE,asia,middle_east_north_africa,United Arab Emirates,1726147
yem,1995,136515,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,Yemen,TRUE,asia,middle_east_north_africa,Yemen,486249,g77,lower_middle_income,TRUE,YE,YE,YEM,887,NA,coastline,15.5,47.5,muslim,Yemen,TRUE,asia,middle_east_north_africa,Yemen,-349734
kaz,1995,3251968,others,upper_middle_income,TRUE,KZ,KZ,KAZ,398,NA,landlocked,48,68,muslim,Kazakhstan,TRUE,asia,europe_central_asia,Kazakhstan,3295163,others,upper_middle_income,TRUE,KZ,KZ,KAZ,398,NA,landlocked,48,68,muslim,Kazakhstan,TRUE,asia,europe_central_asia,Kazakhstan,-43195
kgz,1995,518338,others,low_income,TRUE,KG,KG,KGZ,417,NA,landlocked,41.5,75,muslim,Kyrgyz Republic,TRUE,asia,europe_central_asia,Kyrgyz Republic,550026,others,low_income,TRUE,KG,KG,KGZ,417,NA,landlocked,41.5,75,muslim,Kyrgyz Republic,TRUE,asia,europe_central_asia,Kyrgyz Republic,-31688
tjk,1995,348347,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,Tajikistan,TRUE,asia,europe_central_asia,Tajikistan,555428,others,low_income,TRUE,TJ,TJ,TJK,762,NA,landlocked,39,71,muslim,Tajikistan,TRUE,asia,europe_central_asia,Tajikistan,-207081
tkm,1995,273565,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,Turkmenistan,TRUE,asia,europe_central_asia,Turkmenistan,243524,g77,upper_middle_income,TRUE,TM,TM,TKM,795,NA,landlocked,39.75,59.66667,muslim,Turkmenistan,TRUE,asia,europe_central_asia,Turkmenistan,30041
uzb,1995,1512577,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,Uzbekistan,TRUE,asia,europe_central_asia,Uzbekistan,1515753,others,lower_middle_income,TRUE,UZ,UZ,UZB,860,NA,landlocked,41.66667,63.83333,muslim,Uzbekistan,TRUE,asia,europe_central_asia,Uzbekistan,-3176
afg,1995,71522,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,Afghanistan,TRUE,asia,south_asia,Afghanistan,3716077,g77,low_income,TRUE,AF,AF,AFG,4,NA,landlocked,33,66,muslim,Afghanistan,TRUE,asia,south_asia,Afghanistan,-3644555
bgd,1995,934735,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,Bangladesh,TRUE,asia,south_asia,Bangladesh,5425050,g77,low_income,TRUE,BD,BD,BGD,50,NA,coastline,24,90,muslim,Bangladesh,TRUE,asia,south_asia,Bangladesh,-4490315
btn,1995,27972,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,Bhutan,TRUE,asia,south_asia,Bhutan,117971,g77,lower_middle_income,TRUE,BT,BT,BTN,64,NA,landlocked,27.5,90.5,eastern_religions,Bhutan,TRUE,asia,south_asia,Bhutan,-89999
ind,1995,6952238,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,India,TRUE,asia,south_asia,India,7157482,g77,lower_middle_income,TRUE,IN,IN,IND,356,NA,coastline,22,79,eastern_religions,India,TRUE,asia,south_asia,India,-205244
irn,1995,2937668,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,Iran,TRUE,asia,middle_east_north_africa,Iran,746894,g77,upper_middle_income,TRUE,IR,IR,IRN,364,NA,coastline,32,53,muslim,Iran,TRUE,asia,middle_east_north_africa,Iran,2190774
mdv,1995,18510,g77,upper_middle_income,TRUE,MV,MV,MDV,462,NA,coastline,3.2,73,muslim,Maldives,TRUE,asia,south_asia,Maldives,1688,g77,upper_middle_income,TRUE,MV,MV,MDV,462,NA,coastline,3.2,73,muslim,Maldives,TRUE,asia,south_asia,Maldives,16822
npl,1995,690225,g77,low_income,TRUE,NP,NP,NPL,524,NA,landlocked,28,84,eastern_religions,Nepal,TRUE,asia,south_asia,Nepal,856036,g77,low_income,TRUE,NP,NP,NPL,524,NA,landlocked,28,84,eastern_religions,Nepal,TRUE,asia,south_asia,Nepal,-165811
pak,1995,3669308,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,Pakistan,TRUE,asia,south_asia,Pakistan,3345394,g77,lower_middle_income,TRUE,PK,PK,PAK,586,NA,coastline,30,70,muslim,Pakistan,TRUE,asia,south_asia,Pakistan,323914
lka,1995,40841,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,Sri Lanka,TRUE,asia,south_asia,Sri Lanka,925755,g77,lower_middle_income,TRUE,LK,LK,LKA,144,NA,coastline,7.75,80.75,eastern_religions,Sri Lanka,TRUE,asia,south_asia,Sri Lanka,-884914
chn,1995,442198,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,China,TRUE,asia,east_asia_pacific,China,5030369,g77,upper_middle_income,TRUE,CN,CN,CHN,156,NA,coastline,35,105,eastern_religions,China,TRUE,asia,east_asia_pacific,China,-4588171
hkg,1995,2443798,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,"Hong Kong, China",FALSE,asia,east_asia_pacific,"Hong Kong, China",619223,others,high_income,TRUE,HK,HK,HKG,344,NA,coastline,22.285520000000002,114.15769,eastern_religions,"Hong Kong, China",FALSE,asia,east_asia_pacific,"Hong Kong, China",1824575
mac,1995,224929,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,"Macao, China",FALSE,asia,east_asia_pacific,"Macao, China",98093,others,high_income,TRUE,MO,MO,MAC,446,NA,coastline,22.20056,113.54611,eastern_religions,"Macao, China",FALSE,asia,east_asia_pacific,"Macao, China",126836
prk,1995,35143,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific,North Korea,54029,g77,low_income,TRUE,KP,KP,PRK,408,NA,coastline,40,127,NA,North Korea,TRUE,asia,east_asia_pacific,North Korea,-18886
jpn,1995,1362371,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific,Japan,657199,oecd,high_income,TRUE,JP,JP,JPN,392,NA,coastline,35.68536,139.75309,eastern_religions,Japan,TRUE,asia,east_asia_pacific,Japan,705172
mng,1995,7424,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific,Mongolia,27694,g77,lower_middle_income,TRUE,MN,MN,MNG,496,NA,landlocked,46,105,NA,Mongolia,TRUE,asia,east_asia_pacific,Mongolia,-20270
kor,1995,123886,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific,South Korea,1785743,oecd,high_income,TRUE,KR,KR,KOR,410,NA,coastline,36.5,127.75,NA,South Korea,TRUE,asia,east_asia_pacific,South Korea,-1661857
brn,1995,84748,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific,Brunei,35052,g77,high_income,TRUE,BN,BN,BRN,96,NA,coastline,4.5,114.66667,muslim,Brunei,TRUE,asia,east_asia_pacific,Brunei,49696
khm,1995,92230,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific,Cambodia,418216,g77,low_income,TRUE,KH,KH,KHM,116,NA,coastline,13,105,eastern_religions,Cambodia,TRUE,asia,east_asia_pacific,Cambodia,-325986
idn,1995,378960,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific,Indonesia,1953465,g77,lower_middle_income,TRUE,ID,ID,IDN,360,NA,coastline,-5,120,muslim,Indonesia,TRUE,asia,east_asia_pacific,Indonesia,-1574505
lao,1995,23526,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific,Lao,547793,g77,lower_middle_income,TRUE,LA,LA,LAO,418,NA,landlocked,18,105,eastern_religions,Lao,TRUE,asia,east_asia_pacific,Lao,-524267
mys,1995,937368,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific,Malaysia,863664,g77,upper_middle_income,TRUE,MY,MY,MYS,458,NA,coastline,2.5,112.5,muslim,Malaysia,TRUE,asia,east_asia_pacific,Malaysia,73704
mmr,1995,113663,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific,Myanmar,911446,g77,low_income,TRUE,MM,MM,MMR,104,NA,coastline,21,96,eastern_religions,Myanmar,TRUE,asia,east_asia_pacific,Myanmar,-797783
phl,1995,207345,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific,Philippines,2508005,g77,lower_middle_income,TRUE,PH,PH,PHL,608,NA,coastline,13,122,christian,Philippines,TRUE,asia,east_asia_pacific,Philippines,-2300660
sgp,1995,991492,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific,Singapore,168141,g77,high_income,TRUE,SG,SG,SGP,702,NA,coastline,1.28967,103.85007,eastern_religions,Singapore,TRUE,asia,east_asia_pacific,Singapore,823351
tha,1995,809720,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific,Thailand,417273,g77,upper_middle_income,TRUE,TH,TH,THA,764,NA,coastline,15.5,101,eastern_religions,Thailand,TRUE,asia,east_asia_pacific,Thailand,392447
tls,1995,9743,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific,Timor-Leste,79050,g77,lower_middle_income,TRUE,TL,TL,TLS,626,NA,coastline,-8.83333,125.75,christian,Timor-Leste,TRUE,asia,east_asia_pacific,Timor-Leste,-69307
vnm,1995,51262,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific,Vietnam,1571732,g77,lower_middle_income,TRUE,VN,VN,VNM,704,NA,coastline,16.16667,107.83333,eastern_religions,Vietnam,TRUE,asia,east_asia_pacific,Vietnam,-1520470
aia,1995,3317,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america,Anguilla,2566,others,NA,TRUE,AI,AI,AIA,660,NA,coastline,18.21667,-63.05,christian,Anguilla,FALSE,americas,america,Anguilla,751
atg,1995,17550,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america,Antigua and Barbuda,27682,g77,high_income,TRUE,AG,AG,ATG,28,NA,coastline,17.05,-61.8,christian,Antigua and Barbuda,TRUE,americas,america,Antigua and Barbuda,-10132
abw,1995,22274,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america,Aruba,10747,others,high_income,TRUE,AW,AW,ABW,533,NA,coastline,12.5,-69.96667,christian,Aruba,FALSE,americas,america,Aruba,11527
bhs,1995,31654,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america,Bahamas,29686,g77,high_income,TRUE,BS,BS,BHS,44,NA,coastline,25.04082,-77.37122,christian,Bahamas,TRUE,americas,america,Bahamas,1968
brb,1995,26224,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america,Barbados,89921,g77,high_income,TRUE,BB,BB,BRB,52,NA,coastline,13.16667,-59.53333,christian,Barbados,TRUE,americas,america,Barbados,-63697
vgb,1995,10046,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america,British Virgin Islands,4242,others,NA,TRUE,VG,VG,VGB,92,NA,coastline,18.5,-64.5,christian,British Virgin Islands,FALSE,americas,america,British Virgin Islands,5804
bes,1995,42258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38519
cym,1995,12666,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america,Cayman Islands,803,others,high_income,TRUE,KY,KY,CYM,136,NA,coastline,19.5,-80.66667,christian,Cayman Islands,FALSE,americas,america,Cayman Islands,11863
cub,1995,26187,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america,Cuba,935463,g77,upper_middle_income,TRUE,CU,CU,CUB,192,NA,coastline,22,-79.5,christian,Cuba,TRUE,americas,america,Cuba,-909276
dma,1995,3121,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america,Dominica,45232,g77,upper_middle_income,TRUE,DM,DM,DMA,212,NA,coastline,15.5,-61.33333,christian,Dominica,TRUE,americas,america,Dominica,-42111
dom,1995,323381,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america,Dominican Republic,675282,g77,upper_middle_income,TRUE,DO,DO,DOM,214,NA,coastline,19,-70.66667,christian,Dominican Republic,TRUE,americas,america,Dominican Republic,-351901
grd,1995,5544,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america,Grenada,54091,g77,upper_middle_income,TRUE,GD,GD,GRD,308,NA,coastline,12.11667,-61.66667,christian,Grenada,TRUE,americas,america,Grenada,-48547
glp,1995,74566,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america,Guadeloupe,6879,others,NA,TRUE,GP,GP,GLP,312,NA,coastline,16.25,-61.58333,christian,Guadeloupe,FALSE,americas,america,Guadeloupe,67687
hti,1995,18129,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america,Haiti,665028,g77,low_income,TRUE,HT,HT,HTI,332,NA,coastline,19,-72.41667,christian,Haiti,TRUE,americas,america,Haiti,-646899
jam,1995,22713,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,Jamaica,TRUE,americas,america,Jamaica,719398,g77,upper_middle_income,TRUE,JM,JM,JAM,388,NA,coastline,18.16667,-77.25,christian,Jamaica,TRUE,americas,america,Jamaica,-696685
mtq,1995,46599,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,Martinique,FALSE,americas,america,Martinique,12602,others,NA,TRUE,MQ,MQ,MTQ,474,NA,coastline,14.66667,-61,christian,Martinique,FALSE,americas,america,Martinique,33997
msr,1995,1612,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,Montserrat,FALSE,americas,america,Montserrat,11591,others,NA,TRUE,MS,MS,MSR,500,NA,coastline,16.75,-62.2,christian,Montserrat,FALSE,americas,america,Montserrat,-9979
pri,1995,338067,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america,Puerto Rico,1406262,others,high_income,TRUE,PR,PR,PRI,630,NA,coastline,18.46633,-66.10572,christian,Puerto Rico,FALSE,americas,america,Puerto Rico,-1068195
kna,1995,4248,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america,St. Kitts and Nevis,25986,g77,high_income,TRUE,KN,KN,KNA,659,NA,coastline,17.33333,-62.75,christian,St. Kitts and Nevis,TRUE,americas,america,St. Kitts and Nevis,-21738
lca,1995,7155,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america,St. Lucia,30705,g77,upper_middle_income,TRUE,LC,LC,LCA,662,NA,coastline,13.88333,-60.96667,christian,St. Lucia,TRUE,americas,america,St. Lucia,-23550
vct,1995,4135,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america,St. Vincent and the Grenadines,45751,g77,upper_middle_income,TRUE,VC,VC,VCT,670,NA,coastline,13.08333,-61.2,christian,St. Vincent and the Grenadines,TRUE,americas,america,St. Vincent and the Grenadines,-41616
tto,1995,45994,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america,Trinidad and Tobago,251244,g77,high_income,TRUE,TT,TT,TTO,780,NA,coastline,11,-61,christian,Trinidad and Tobago,TRUE,americas,america,Trinidad and Tobago,-205250
tca,1995,7039,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america,Turks and Caicos Islands,1535,others,high_income,TRUE,TC,TC,TCA,796,NA,coastline,21.73333,-71.58333,christian,Turks and Caicos Islands,FALSE,americas,america,Turks and Caicos Islands,5504
vir,1995,54241,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america,Virgin Islands (U.S.),3139,others,high_income,TRUE,VI,VI,VIR,850,NA,coastline,18.34829,-64.98348,christian,Virgin Islands (U.S.),FALSE,americas,america,Virgin Islands (U.S.),51102
blz,1995,33446,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america,Belize,41959,g77,upper_middle_income,TRUE,BZ,BZ,BLZ,84,NA,coastline,17.49952,-88.19756,christian,Belize,TRUE,americas,america,Belize,-8513
cri,1995,364287,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america,Costa Rica,85421,g77,upper_middle_income,TRUE,CR,CR,CRI,188,NA,coastline,10,-84,christian,Costa Rica,TRUE,americas,america,Costa Rica,278866
slv,1995,39537,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america,El Salvador,933330,g77,lower_middle_income,TRUE,SV,SV,SLV,222,NA,coastline,13.83333,-88.91667,christian,El Salvador,TRUE,americas,america,El Salvador,-893793
gtm,1995,156188,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america,Guatemala,462072,g77,lower_middle_income,TRUE,GT,GT,GTM,320,NA,coastline,14.64072,-90.51327,christian,Guatemala,TRUE,americas,america,Guatemala,-305884
