iso3,country_name,year,inmigrants,emigrants,net_migration,region4,region6,income_groups,g77_ocde,un_state,landlocked,latitude,longitude,religion
EGY,Egypt,1995,166955,1492244,-1325289,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
EGY,Egypt,2000,184774,1708513,-1523739,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
EGY,Egypt,2005,285006,1901661,-1616655,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
EGY,Egypt,2010,310017,2611870,-2301853,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
EGY,Egypt,2015,353641,3187593,-2833952,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
EGY,Egypt,2019,504053,3547626,-3043573,africa,middle_east_north_africa,lower_middle_income,g77,TRUE,coastline,27,30,muslim
ERI,Eritrea,1990,11848,170603,-158755,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,1995,12400,375258,-362858,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,2000,12952,511508,-498556,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,2005,14314,294519,-280205,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,2010,15676,320659,-304983,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,2015,15941,587339,-571398,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ERI,Eritrea,2019,16101,751481,-735380,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,15,39,muslim
ESH,Western Sahara,1990,2688,168239,-165551,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,1995,2989,167148,-164159,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,2000,3289,166064,-162775,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,2005,3891,131091,-127200,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,2010,4493,143996,-139503,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,2015,5179,188053,-182874,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESH,Western Sahara,2019,5384,195572,-190188,africa,middle_east_north_africa,NA,others,FALSE,coastline,24.49215,-12.65625,muslim
ESP,Spain,1990,821605,1439019,-617414,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,1995,1020067,1362439,-342372,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,2000,1657285,1290279,367006,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,2005,4107226,1113967,2993259,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,2010,6280065,1086552,5193513,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,2015,5891208,1271020,4620188,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
ESP,Spain,2019,6104203,1444942,4659261,europe,europe_central_asia,high_income,oecd,TRUE,coastline,40,-4,christian
EST,Estonia,1990,381997,113905,268092,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,1995,315755,129640,186115,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,2000,249512,141883,107629,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,2005,233701,150427,83274,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,2010,217890,160489,57401,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,2015,194664,195142,-478,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
EST,Estonia,2019,190242,208257,-18015,europe,europe_central_asia,high_income,others,TRUE,coastline,59,26,christian
ETH,Ethiopia,1990,1155390,1689955,-534565,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,1995,806904,816429,-9525,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,2000,611384,445891,165493,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,2005,514242,522889,-8647,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,2010,568748,664819,-96071,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,2015,1161642,781368,380274,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
ETH,Ethiopia,2019,1253083,871747,381336,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,9,39.5,christian
FIN,Finland,1990,63255,250765,-187510,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,1995,99729,288821,-189092,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,2000,136203,316039,-179836,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,2005,192169,302908,-110739,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,2010,228481,290411,-61930,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,2015,314856,288880,25976,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FIN,Finland,2019,383116,290006,93110,europe,europe_central_asia,high_income,oecd,TRUE,coastline,64,26,christian
FJI,Fiji,1990,13283,90166,-76883,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,1995,13001,106495,-93494,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,2000,12719,131917,-119198,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,2005,12435,156671,-144236,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,2010,13351,182913,-169562,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,2015,13751,207897,-194146,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FJI,Fiji,2019,14038,222633,-208595,asia,east_asia_pacific,upper_middle_income,g77,TRUE,coastline,-18,178,christian
FLK,Falkland Is (Malvinas),1990,855,260,595,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),1995,868,763,105,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),2000,1067,1264,-197,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),2005,1166,1099,67,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),2010,1436,1169,267,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),2015,1571,1454,117,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FLK,Falkland Is (Malvinas),2019,1902,1623,279,americas,america,NA,others,FALSE,coastline,-51.75,-59.16667,christian
FRA,France,1990,5897267,1215895,4681372,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,1995,6087993,1353418,4734575,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,2000,6278718,1555610,4723108,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,2005,6737600,1725773,5011827,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,2010,7309986,1957969,5352017,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,2015,7874172,2135048,5739124,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRA,France,2019,8334875,2296534,6038341,europe,europe_central_asia,high_income,oecd,TRUE,coastline,46,2,christian
FRO,Faeroe Islands,1990,4285,7520,-3235,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,1995,2900,10005,-7105,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,2000,3593,12412,-8819,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,2005,4583,12547,-7964,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,2010,5096,12736,-7640,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,2015,5485,14777,-9292,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FRO,Faeroe Islands,2019,6454,13838,-7384,europe,europe_central_asia,high_income,others,FALSE,coastline,62,-7,christian
FSM,"Micronesia, Fed. Sts.",1990,3685,7714,-4029,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",1995,3342,12139,-8797,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",2000,3116,16915,-13799,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",2005,2905,18347,-15442,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",2010,2806,19406,-16600,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",2015,2756,20634,-17878,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
FSM,"Micronesia, Fed. Sts.",2019,2819,21819,-19000,asia,east_asia_pacific,lower_middle_income,g77,TRUE,coastline,6.924,158.162,christian
GAB,Gabon,1990,128188,15352,112836,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,1995,171427,16615,154812,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,2000,214431,18046,196385,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,2005,233824,41290,192534,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,2010,270829,37068,233761,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,2015,378686,43451,335235,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GAB,Gabon,2019,411463,46684,364779,africa,sub_saharan_africa,upper_middle_income,g77,TRUE,coastline,-1,11.75,christian
GBR,United Kingdom,1990,3650286,3794333,-144047,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,1995,4155293,3713904,441389,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,2000,4730165,3866248,863917,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,2005,5926156,4148316,1777840,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,2010,7119664,4450254,2669410,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,2015,8411569,4028281,4383288,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GBR,United Kingdom,2019,9552110,4274998,5277112,europe,europe_central_asia,high_income,oecd,TRUE,coastline,54.75844,-2.69531,christian
GEO,Georgia,1990,304470,919454,-614984,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,1995,152235,953289,-801054,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,2000,76117,967024,-890907,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,2005,72311,888613,-816302,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,2010,73034,813454,-740420,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,2015,76685,841734,-765049,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GEO,Georgia,2019,79035,852816,-773781,europe,europe_central_asia,lower_middle_income,others,TRUE,coastline,41.99998,43.4999,christian
GHA,Ghana,1990,164851,371162,-206311,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,1995,252879,428057,-175178,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,2000,191601,495900,-304299,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,2005,304436,665990,-361554,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,2010,337017,762986,-425969,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,2015,414744,905852,-491108,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GHA,Ghana,2019,466780,970625,-503845,africa,sub_saharan_africa,lower_middle_income,g77,TRUE,coastline,8.1,-1.2,christian
GIB,Gibraltar,1990,8709,11994,-3285,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,1995,8381,10135,-1754,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,2000,8054,8456,-402,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,2005,9211,9667,-456,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,2010,10369,10189,180,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,2015,11065,12679,-1614,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIB,Gibraltar,2019,11172,14320,-3148,europe,europe_central_asia,NA,others,FALSE,coastline,36.14474,-5.35257,christian
GIN,Guinea,1990,403621,352763,50858,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,1995,774505,365864,408641,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,2000,560075,377023,183052,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,2005,229611,405421,-175810,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,2010,177998,457146,-279148,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,2015,126386,485578,-359192,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GIN,Guinea,2019,120642,530963,-410321,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,10.83333,-10.66667,muslim
GLP,Guadeloupe,1990,65944,5828,60116,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,1995,74566,6879,67687,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,2000,83188,7950,75238,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,2005,89065,9125,79940,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,2010,94942,10821,84121,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,2015,98507,11395,87112,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GLP,Guadeloupe,2019,100030,11856,88174,americas,america,NA,others,FALSE,coastline,16.25,-61.58333,christian
GMB,Gambia,1990,118123,36280,81843,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,1995,150890,38385,112505,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,2000,182514,45429,137085,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,2005,181905,61266,120639,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,2010,185763,77899,107864,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,2015,192540,90252,102288,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GMB,Gambia,2019,215406,118483,96923,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,13.5,-15.5,muslim
GNB,Guinea-Bissau,1990,15368,55409,-40041,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,1995,27961,67151,-39190,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,2000,20450,77666,-57216,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,2005,20736,83098,-62362,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,2010,21061,91921,-70860,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,2015,22333,98418,-76085,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNB,Guinea-Bissau,2019,26916,103587,-76671,africa,sub_saharan_africa,low_income,g77,TRUE,coastline,12,-15,NA
GNQ,Equatorial Guinea,1990,2740,36178,-33438,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,1995,3629,46414,-42785,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,2000,4517,59932,-55415,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,2005,6588,71834,-65246,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,2010,8658,84400,-75742,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,2015,209611,117022,92589,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GNQ,Equatorial Guinea,2019,227617,125670,101947,africa,sub_saharan_africa,high_income,g77,TRUE,coastline,1.7,10.5,christian
GRC,Greece,1990,618139,1022459,-404320,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,1995,857850,1004521,-146671,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,2000,1111665,983006,128659,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,2005,1190707,868029,322678,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,2010,1321149,792872,528277,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,2015,1242924,826306,416618,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRC,Greece,2019,1211382,1039257,172125,europe,europe_central_asia,high_income,oecd,TRUE,coastline,39,22,christian
GRD,Grenada,1990,4263,43249,-38986,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,1995,5544,54091,-48547,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,2000,6825,63904,-57079,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,2005,6902,64748,-57846,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,2010,6980,64030,-57050,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,2015,7057,69882,-62825,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRD,Grenada,2019,7124,75784,-68660,americas,america,upper_middle_income,g77,TRUE,coastline,12.11667,-61.66667,christian
GRL,Greenland,1990,9282,9510,-228,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,1995,7121,11366,-4245,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,2000,6601,13274,-6673,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,2005,6556,14735,-8179,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,2010,6091,15928,-9837,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,2015,5797,18161,-12364,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GRL,Greenland,2019,5690,18684,-12994,europe,europe_central_asia,high_income,others,FALSE,coastline,72,-40,christian
GTM,Guatemala,1990,264257,348332,-84075,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,1995,156188,462072,-305884,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,2000,48119,583020,-534901,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,2005,57252,737106,-679854,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,2010,66384,925252,-858868,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,2015,78352,1119417,-1041065,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GTM,Guatemala,2019,80421,1205644,-1125223,americas,america,lower_middle_income,g77,TRUE,coastline,14.64072,-90.51327,christian
GUF,French Guiana,1990,63612,2844,60768,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,1995,70131,3227,66904,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,2000,76649,3648,73001,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,2005,86468,3808,82660,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,2010,96288,3942,92346,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,2015,106108,4412,101696,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUF,French Guiana,2019,117372,4555,112817,americas,america,NA,others,FALSE,coastline,4,-53,christian
GUM,Guam,1990,69755,1376,68379,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,1995,71912,1616,70296,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,2000,74070,2801,71269,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,2005,74743,2541,72202,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,2010,75416,2217,73199,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,2015,76089,2145,73944,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUM,Guam,2019,79846,2197,77649,asia,east_asia_pacific,high_income,others,FALSE,coastline,13.47861,144.81834,christian
GUY,Guyana,1990,4095,233731,-229636,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,1995,6352,296132,-289780,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,2000,8610,363434,-354824,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,2005,10868,393980,-383112,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,2010,13126,439451,-426325,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,2015,15384,483172,-467788,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
GUY,Guyana,2019,15699,520196,-504497,americas,america,lower_middle_income,g77,TRUE,coastline,5,-59,christian
HKG,"Hong Kong, China",1990,2218473,551080,1667393,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",1995,2443798,619223,1824575,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",2000,2669122,687946,1981176,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",2005,2721235,803530,1917705,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",2010,2779950,943069,1836881,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",2015,2838665,1042543,1796122,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HKG,"Hong Kong, China",2019,2942254,1110358,1831896,asia,east_asia_pacific,high_income,others,FALSE,coastline,22.285520000000002,114.15769,eastern_religions
HND,Honduras,1990,270423,156594,113829,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,1995,149442,246799,-97357,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,2000,28461,342337,-313876,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,2005,27875,449303,-421428,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,2010,27288,587886,-560598,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,2015,38317,731096,-692779,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HND,Honduras,2019,38933,800707,-761774,americas,america,lower_middle_income,g77,TRUE,coastline,15,-86.5,christian
HRV,Croatia,1990,475438,425807,49631,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,1995,674085,735556,-61471,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,2000,585298,907454,-322156,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,2005,579273,840203,-260930,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,2010,573248,822331,-249083,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,2015,561093,816168,-255075,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HRV,Croatia,2019,518083,990012,-471929,europe,europe_central_asia,high_income,others,TRUE,coastline,45.16667,15.5,christian
HTI,Haiti,1990,19084,528873,-509789,americas,america,low_income,g77,TRUE,coastline,19,-72.41667,christian
HTI,Haiti,1995,18129,665028,-646899,americas,america,low_income,g77,TRUE,coastline,19,-72.41667,christian
HTI,Haiti,2000,17222,805430,-788208,americas,america,low_income,g77,TRUE,coastline,19,-72.41667,christian
HTI,Haiti,2005,16360,972717,-956357,americas,america,low_income,g77,TRUE,coastline,19,-72.41667,christian
